WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
223158,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6402171300,CITY RESIDENTIAL,58XX,N PIPER CT,2010,4,48214-0000
788898,10/5/10,10/7/10,VOID,318,CC TURN-OFF NON-PAYMENT,6402142300,CITY RESIDENTIAL,56XX,NORTH PARK ST,2010,10,48215-4110
223156,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6402121300,CITY RESIDENTIAL,54XX,NEW TOWN ST,2010,4,48215-0000
273275,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601851300,CITY FIRELINES COMM,40XX,HARPER AVE,2010,4,48202-3535
788897,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6402092300,CITY RESIDENTIAL,59XX,W VICTORIA PARK DR,2010,10,48215-0000
223155,4/1/10,4/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401972300,CITY RESIDENTIAL,30XX,DREXEL ST,2010,4,48215-2410
788895,10/5/10,10/8/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401900300,CITY RESIDENTIAL,26XX,DREXEL ST,2010,10,48215-2614
223153,4/1/10,4/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401896300,CITY RESIDENTIAL,26XX,DREXEL ST,2010,4,48215-2614
223152,4/1/10,4/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401864300,CITY RESIDENTIAL,14XX,COPLIN ST,2010,4,48215-2707
798411,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401780300,CITY RESIDENTIAL,31XX,DREXEL ST,2010,10,48215-3003
398262,6/4/10,6/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401748300,CITY RESIDENTIAL,36XX,PIPER BLVD,2010,6,48215-3038
798410,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401744300,CITY RESIDENTIAL,38XX,PIPER BLVD,2010,10,48215-3038
233716,4/7/10,4/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601911300,CITY RESIDENTIAL,57XX,SAINT ANTOINE ST,2010,4,48202-3720
273276,4/21/10,4/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601929300,CITY FIRELINES COMM,59XX,JOHN R ST,2010,4,48202-3506
273277,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601932300,CITY FIRELINES COMM,10XX,HARPER AVE,2010,4,48202-3506
273278,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601934300,CITY FIRELINES COMM,11XX,HARPER AVE,2010,4,48202-3506
273279,4/21/10,4/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601938300,CITY COMMERCIAL,60XX,JOHN R ST,2010,4,48202-3508
273280,4/21/10,4/23/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601939300,CITY FIRELINES COMM,59XX,JOHN R ST,2010,4,48202-3544
273281,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601942300,CITY FIRELINES COMM,20XX,HARPER AVE,2010,4,48202-3506
273282,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601944300,CITY FIRELINES COMM,21XX,HARPER AVE,2010,4,48202-3506
798409,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401734300,CITY RESIDENTIAL,42XX,PIPER BLVD,2010,10,48215-3039
798408,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401729300,CITY RESIDENTIAL,13XX,AVERHILL CT,2010,10,48215-3002
798407,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401724300,CITY RESIDENTIAL,13XX,AVERHILL CT,2010,10,48215-3024
273283,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601954300,CITY FIRELINES COMM,41XX,HARPER AVE,2010,4,48202-3535
798405,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401700300,CITY RESIDENTIAL,21XX,RIVERSIDE DR,2010,10,48215-3010
798404,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401699300,CITY RESIDENTIAL,21XX,RIVERSIDE DR,2010,10,48215-3011
798403,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401697300,CITY RESIDENTIAL,22XX,RIVERSIDE DR,2010,10,48215-3011
223150,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401695300,CITY RESIDENTIAL,22XX,RIVERSIDE DR,2010,4,48215-3011
798401,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401660301,CITY RESIDENTIAL,20XX,PIPER BLVD,2010,10,48215-3035
273284,4/21/10,4/22/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,601978300,CITY RESIDENTIAL,24XX,CHANDLER ST,2010,4,48202-2827
798399,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401651300,CITY RESIDENTIAL,23XX,PIPER BLVD,2010,10,48215-3036
398251,6/4/10,6/24/10,VOID,318,CC TURN-OFF NON-PAYMENT,6401634301,CITY RESIDENTIAL,27XX,PIPER BLVD,2010,6,48215-3035
798398,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401632300,CITY RESIDENTIAL,28XX,PIPER BLVD,2010,10,48215-3036
788891,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401618301,CITY RESIDENTIAL,21XX,EASTLAWN ST,2010,10,48215-3060
223149,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401604300,CITY RESIDENTIAL,24XX,EASTLAWN ST,2010,4,48215-3060
798396,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401571300,CITY RESIDENTIAL,20XX,LENOX ST,2010,10,48215-3006
798395,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401566300,CITY RESIDENTIAL,23XX,LENOX ST,2010,10,48215-3006
798394,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401554300,CITY RESIDENTIAL,30XX,LENOX ST,2010,10,48215-3007
798393,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401543300,CITY RESIDENTIAL,13XX,AVERHILL CT,2010,10,48215-3001
798390,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401540301,CITY RESIDENTIAL,10XX,LENOX ST,2010,10,48215-2716
798389,10/12/10,10/21/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401506300,CITY RESIDENTIAL,13XX,LENOX ST,2010,10,48215-2716
798388,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401503300,CITY RESIDENTIAL,13XX,LENOX ST,2010,10,48215-2716
798387,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401481300,CITY RESIDENTIAL,25XX,LENOX ST,2010,10,48215-2668
398233,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401462300,CITY RESIDENTIAL,30XX,LENOX ST,2010,6,48215-2467
398227,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401455300,CITY RESIDENTIAL,25XX,DICKERSON ST,2010,6,48215-2641
223146,4/1/10,4/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401454300,CITY RESIDENTIAL,25XX,DICKERSON ST,2010,4,48215-2641
798386,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401421300,CITY RESIDENTIAL,29XX,DICKERSON ST,2010,10,48215-2447
798384,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401406302,CITY RESIDENTIAL,30XX,DICKERSON ST,2010,10,48215-2446
273285,4/21/10,4/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,602011300,CITY RESIDENTIAL,28XX,E GRAND BLVD,2010,4,48211-2043
798383,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401374300,CITY RESIDENTIAL,35XX,DICKERSON ST,2010,10,48215-2444
398223,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401341300,CITY RESIDENTIAL,12XX,DICKERSON ST,2010,6,48215-2734
798382,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401326300,CITY RESIDENTIAL,21XX,DICKERSON ST,2010,10,48215-2639
798381,10/12/10,10/15/10,VOID,318,CC TURN-OFF NON-PAYMENT,6401319300,CITY RESIDENTIAL,21XX,DICKERSON ST,2010,10,48215-2639
223143,4/1/10,4/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401310300,CITY RESIDENTIAL,89XX,CONTINENTAL ST,2010,4,48215-2911
398218,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401309300,CITY RESIDENTIAL,90XX,CONTINENTAL ST,2010,6,48215-2912
398217,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401307300,CITY RESIDENTIAL,90XX,CONTINENTAL ST,2010,6,48215-2912
798380,10/12/10,10/20/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401299300,CITY RESIDENTIAL,78XX,EMERSON ST,2010,10,48215-2913
788889,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401275300,CITY RESIDENTIAL,86XX,CONTINENTAL ST,2010,10,48215-2912
223140,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401257300,CITY RESIDENTIAL,48XX,KITCHENER ST,2010,4,48215-3020
398213,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401254301,CITY RESIDENTIAL,49XX,KITCHENER ST,2010,6,48215-3020
398212,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401253300,CITY RESIDENTIAL,52XX,KITCHENER ST,2010,6,48215-3252
798379,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401247300,CITY RESIDENTIAL,66XX,KITCHENER ST,2010,10,48215-3252
798378,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401245300,CITY RESIDENTIAL,67XX,KITCHENER ST,2010,10,48215-3252
798377,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401214301,CITY RESIDENTIAL,68XX,ALGONQUIN ST,2010,10,48215-3201
405661,6/9/10,6/30/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401193301,CITY RESIDENTIAL,80XX,ALGONQUIN ST,2010,6,48215-2909
405660,6/9/10,6/30/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401178300,CITY RESIDENTIAL,86XX,ALGONQUIN ST,2010,6,48215-2910
405659,6/9/10,6/30/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401172300,CITY RESIDENTIAL,88XX,ALGONQUIN ST,2010,6,48215-2910
405658,6/9/10,6/30/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401171301,CITY RESIDENTIAL,88XX,ALGONQUIN ST,2010,6,48215-2909
405656,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401170300,CITY RESIDENTIAL,89XX,ALGONQUIN ST,2010,6,48215-2910
405655,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401153300,CITY RESIDENTIAL,96XX,ALGONQUIN ST,2010,6,48215-2909
405654,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401146300,CITY RESIDENTIAL,10XX,ALGONQUIN ST,2010,6,48215-2910
398211,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401143300,CITY RESIDENTIAL,85XX,KITCHENER ST,2010,6,48215-2914
405653,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401108300,CITY RESIDENTIAL,54XX,NAVAHOE ST,2010,6,48215-3228
398210,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401103300,CITY RESIDENTIAL,43XX,ALGONQUIN ST,2010,6,48215-3014
405652,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401102300,CITY RESIDENTIAL,43XX,ALGONQUIN ST,2010,6,48215-3013
798376,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401095300,CITY RESIDENTIAL,45XX,ALGONQUIN ST,2010,10,48215-3014
405651,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401088300,CITY RESIDENTIAL,47XX,ALGONQUIN ST,2010,6,48215-3014
405650,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401085300,CITY RESIDENTIAL,47XX,ALGONQUIN ST,2010,6,48215-3013
398209,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401083300,CITY RESIDENTIAL,47XX,ALGONQUIN ST,2010,6,48215-3013
223136,4/1/10,4/6/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401076300,CITY RESIDENTIAL,50XX,ALGONQUIN ST,2010,4,48215-3201
405649,6/9/10,6/29/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401066300,CITY RESIDENTIAL,55XX,ALGONQUIN ST,2010,6,48215-3201
405648,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401063300,CITY RESIDENTIAL,56XX,ALGONQUIN ST,2010,6,48215-3201
788887,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401048300,CITY RESIDENTIAL,98XX,CONNER ST,2010,10,48215-3225
405647,6/9/10,6/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401029300,CITY RESIDENTIAL,64XX,NAVAHOE ST,2010,6,48215-3229
405645,6/9/10,6/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401023300,CITY RESIDENTIAL,66XX,NAVAHOE ST,2010,6,48215-3229
405644,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401019300,CITY RESIDENTIAL,69XX,NAVAHOE ST,2010,6,48215-3229
405643,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401017300,CITY RESIDENTIAL,70XX,NAVAHOE ST,2010,6,48215-2941
405642,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6401006300,CITY RESIDENTIAL,76XX,NAVAHOE ST,2010,6,48215-2940
223134,4/1/10,4/6/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400999301,CITY RESIDENTIAL,83XX,NAVAHOE ST,2010,4,48215-2941
798374,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400993300,CITY RESIDENTIAL,90XX,NAVAHOE ST,2010,10,48215-2941
398206,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400989300,CITY RESIDENTIAL,92XX,NAVAHOE ST,2010,6,48215-2941
405640,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400964302,CITY RESIDENTIAL,53XX,CONNER ST,2010,6,48215-3222
405638,6/9/10,6/23/10,VOID,318,CC TURN-OFF NON-PAYMENT,6400959300,CITY RESIDENTIAL,56XX,CONNER ST,2010,6,48215-3222
398205,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400955300,CITY RESIDENTIAL,58XX,CONNER ST,2010,6,48215-3222
405637,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400941300,CITY RESIDENTIAL,68XX,CONNER ST,2010,6,48215-3222
788884,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400918300,CITY RESIDENTIAL,85XX,CONNER ST,2010,10,48215-3224
223131,4/1/10,4/12/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400892300,CITY RESIDENTIAL,48XX,TENNESSEE ST,2010,4,48215-3052
798373,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400889300,CITY RESIDENTIAL,48XX,TENNESSEE ST,2010,10,48215-3052
273388,4/21/10,5/3/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700044300,CITY RESIDENTIAL,56XX,TROWBRIDGE ST,2010,5,48202-1342
398203,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400886300,CITY RESIDENTIAL,50XX,TENNESSEE ST,2010,6,48215-3231
398202,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400874301,CITY RESIDENTIAL,55XX,TENNESSEE ST,2010,6,48215-3231
398201,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400861300,CITY RESIDENTIAL,63XX,TENNESSEE ST,2010,6,48215-3231
798368,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400859300,CITY RESIDENTIAL,69XX,TENNESSEE ST,2010,10,48215-3231
405634,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400856300,CITY RESIDENTIAL,73XX,TENNESSEE ST,2010,6,48215-3232
405633,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400854300,CITY RESIDENTIAL,73XX,TENNESSEE ST,2010,6,48215-3232
798367,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400799300,CITY RESIDENTIAL,15XX,GRAY ST,2010,10,48215-2741
405632,6/9/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400776300,CITY RESIDENTIAL,22XX,GRAY ST,2010,6,48215-2644
798366,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400775300,CITY RESIDENTIAL,22XX,GRAY ST,2010,10,48215-2643
798365,10/12/10,10/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400774300,CITY RESIDENTIAL,25XX,GRAY ST,2010,10,48215-2670
405631,6/9/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400768300,CITY RESIDENTIAL,25XX,GRAY ST,2010,6,48215-2645
816539,10/26/10,10/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700089301,CITY RESIDENTIAL,24XX,ARDEN PARK BLVD,2010,10,48202-1302
405630,6/9/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400763300,CITY RESIDENTIAL,25XX,GRAY ST,2010,6,48215-2645
405629,6/9/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400762300,CITY RESIDENTIAL,25XX,GRAY ST,2010,6,48215-2670
788883,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400741300,CITY RESIDENTIAL,30XX,GRAY ST,2010,10,48215-2449
398199,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400739300,CITY RESIDENTIAL,30XX,GRAY ST,2010,6,48215-2448
398198,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400731300,CITY RESIDENTIAL,34XX,GRAY ST,2010,6,48215-2451
798364,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400728300,CITY RESIDENTIAL,34XX,GRAY ST,2010,10,48215-2450
798363,10/12/10,10/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400724300,CITY RESIDENTIAL,35XX,GRAY ST,2010,10,48215-2451
398197,6/4/10,6/17/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400718300,CITY RESIDENTIAL,35XX,GRAY ST,2010,6,48215-2450
798362,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400714300,CITY RESIDENTIAL,12XX,E VERNOR HWY,2010,10,48215-2661
405628,6/9/10,6/25/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400712300,CITY RESIDENTIAL,22XX,SPRINGLE ST,2010,6,48215-2634
405627,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400702300,CITY RESIDENTIAL,25XX,SPRINGLE ST,2010,6,48215-2636
405626,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400667300,CITY RESIDENTIAL,22XX,ALGONQUIN ST,2010,6,48215-2628
398194,6/4/10,6/18/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400665301,CITY RESIDENTIAL,22XX,ALGONQUIN ST,2010,6,48215-2627
223126,4/1/10,4/6/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400662300,CITY RESIDENTIAL,25XX,ALGONQUIN ST,2010,4,48215-2629
798360,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400654301,CITY RESIDENTIAL,25XX,ALGONQUIN ST,2010,10,48215-2630
273343,4/21/10,4/28/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700141300,CITY RESIDENTIAL,83XX,BEAUBIEN ST,2010,4,48202-2202
788879,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400645300,CITY RESIDENTIAL,25XX,ALGONQUIN ST,2010,10,48215-2629
243109,4/9/10,4/9/10,COMPLETE,324,CC NON-RESIDENTIAL SHUT,6400627300,CITY RESIDENTIAL,29XX,ALGONQUIN ST,2010,4,48215-2434
405624,6/9/10,6/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400625300,CITY RESIDENTIAL,29XX,ALGONQUIN ST,2010,6,48215-2434
798359,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400624300,CITY RESIDENTIAL,29XX,ALGONQUIN ST,2010,10,48215-2434
798358,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400620300,CITY RESIDENTIAL,29XX,ALGONQUIN ST,2010,10,48215-2435
405622,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400605300,CITY RESIDENTIAL,34XX,ALGONQUIN ST,2010,6,48215-2427
788878,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400604300,CITY RESIDENTIAL,34XX,ALGONQUIN ST,2010,10,48215-2428
655264,8/20/10,8/24/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700156300,CITY RESIDENTIAL,83XX,JOHN R ST,2010,8,48202-2271
788877,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400600300,CITY RESIDENTIAL,34XX,ALGONQUIN ST,2010,10,48215-2428
405621,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400599301,CITY RESIDENTIAL,34XX,ALGONQUIN ST,2010,6,48215-2427
798357,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400583300,CITY RESIDENTIAL,35XX,ALGONQUIN ST,2010,10,48215-2427
798356,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400581300,CITY RESIDENTIAL,21XX,SPRINGLE ST,2010,10,48215-2635
405620,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400552300,CITY RESIDENTIAL,34XX,ANDERDON ST,2010,6,48215-2431
398193,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400547300,CITY RESIDENTIAL,35XX,ANDERDON ST,2010,6,48215-2431
398192,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400533300,CITY RESIDENTIAL,35XX,ALGONQUIN ST,2010,6,48215-2427
798355,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400525300,CITY COMMERCIAL,12XX,E JEFFERSON AVE,2010,10,48215-2757
405617,6/9/10,6/11/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400471300,CITY RESIDENTIAL,35XX,BENITEAU ST,2010,6,48214-3500
655265,8/20/10,8/26/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700173300,CITY RESIDENTIAL,63XX,E PHILADELPHIA ST,2010,8,48202-2224
398191,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400455300,CITY RESIDENTIAL,22XX,BENITEAU ST,2010,6,48214-3347
816541,10/26/10,10/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700175300,CITY RESIDENTIAL,62XX,E PHILADELPHIA ST,2010,10,48202-2224
398190,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400448300,CITY RESIDENTIAL,25XX,BENITEAU ST,2010,6,48214-2202
798352,10/12/10,10/19/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400428300,CITY RESIDENTIAL,21XX,LILLIBRIDGE ST,2010,10,48214-3256
398189,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400426300,CITY RESIDENTIAL,22XX,LILLIBRIDGE ST,2010,6,48214-4614
816542,10/26/10,10/27/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,700180300,CITY RESIDENTIAL,60XX,E PHILADELPHIA ST,2010,10,48202-2225
798351,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400341302,CITY RESIDENTIAL,21XX,ALGONQUIN ST,2010,10,48215-2628
405614,6/9/10,6/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400325301,CITY RESIDENTIAL,44XX,TENNESSEE ST,2010,6,48215-3053
398188,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400312301,CITY RESIDENTIAL,26XX,EASTLAWN ST,2010,6,48215-3060
398187,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400310301,CITY RESIDENTIAL,77XX,ALGONQUIN ST,2010,6,48215-2909
398186,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400269301,CITY RESIDENTIAL,43XX,NAVAHOE ST,2010,6,48215-3023
798350,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400262300,CITY RESIDENTIAL,53XX,CONNER ST,2010,10,48215-3223
398185,6/4/10,6/9/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400251301,CITY RESIDENTIAL,35XX,DICKERSON ST,2010,6,48215-2445
798349,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400237301,CITY RESIDENTIAL,29XX,ALGONQUIN ST,2010,10,48215-2435
798348,10/12/10,10/13/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400202300,CITY RESIDENTIAL,71XX,CLAIRPOINTE WOOD DR,2010,10,48215-0000
788874,10/5/10,10/7/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400192301,CITY RESIDENTIAL,29XX,GRAY ST,2010,10,48215-2449
405613,6/9/10,6/15/10,COMPLETE,318,CC TURN-OFF NON-PAYMENT,6400135301,CITY RESIDENTIAL,35XX,ALGONQUIN ST,2010,6,48215-2428
