WO_NUMBER,WO_CREATEDATE,WO_COMPLETEDATE,WO_DESC,WO_TYPE,WO_TYPEDESC,WO_CUSTOMERNUMBER,SALES_CLASS,SERVICEADDRESSSTREETNUMBER,ServiceAddressStreetName,Year,Month,Zip
902003,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301648300,CITY RESIDENTIAL,61XX,HEREFORD ST,2013,12,48224-2058
902002,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301646300,CITY RESIDENTIAL,61XX,HEREFORD ST,2013,12,48224-2058
902001,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301642300,CITY RESIDENTIAL,61XX,HEREFORD ST,2013,12,48224-2058
781232,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301633300,CITY RESIDENTIAL,62XX,HEREFORD ST,2013,9,48224-2000
781231,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301628302,CITY RESIDENTIAL,63XX,HEREFORD ST,2013,9,48224-1263
901998,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301627300,CITY RESIDENTIAL,63XX,HEREFORD ST,2013,12,48224-1264
901997,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301623300,CITY RESIDENTIAL,63XX,HEREFORD ST,2013,12,48224-1263
901996,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301621300,CITY RESIDENTIAL,63XX,HEREFORD ST,2013,12,48224-1263
901994,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301615300,CITY RESIDENTIAL,63XX,HEREFORD ST,2013,12,48224-1264
781230,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301613300,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,9,48224-1210
901992,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301612300,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,12,48224-1209
901991,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301610300,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,12,48224-1209
781229,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301608302,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,9,48224-1209
861249,10/12/12,1/2/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301601301,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,1,48224-1209
901990,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301600300,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,12,48224-1210
901989,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301599300,CITY RESIDENTIAL,63XX,UNIVERSITY ST,2013,12,48224-1209
901988,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301595300,CITY RESIDENTIAL,88XX,UNIVERSITY ST,2013,12,48224-1240
901987,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301594300,CITY RESIDENTIAL,88XX,UNIVERSITY ST,2013,12,48224-1242
901986,11/21/13,11/25/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301593300,CITY RESIDENTIAL,88XX,UNIVERSITY ST,2013,11,48224-1240
901985,11/21/13,12/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301589300,CITY RESIDENTIAL,88XX,UNIVERSITY ST,2013,12,48224-1240
781228,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301569302,CITY RESIDENTIAL,10XX,LANARK ST,2013,9,48224-1230
901974,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301562300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1231
781227,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301554301,CITY RESIDENTIAL,95XX,SANILAC ST,2013,9,48224-1247
781226,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301553301,CITY RESIDENTIAL,95XX,SANILAC ST,2013,9,48224-1247
901969,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301550300,CITY RESIDENTIAL,95XX,SANILAC ST,2013,12,48224-1247
901968,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301549301,CITY RESIDENTIAL,95XX,SANILAC ST,2013,12,48224-1247
781225,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301547300,CITY RESIDENTIAL,95XX,SANILAC ST,2013,9,48224-1247
901967,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301543300,CITY RESIDENTIAL,96XX,SANILAC ST,2013,12,48224-1250
901966,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301542300,CITY RESIDENTIAL,96XX,SANILAC ST,2013,12,48224-1249
901965,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301539300,CITY RESIDENTIAL,97XX,SANILAC ST,2013,12,48224-1250
901964,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301537300,CITY RESIDENTIAL,97XX,SANILAC ST,2013,12,48224-1249
781224,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301528300,CITY RESIDENTIAL,97XX,SANILAC ST,2013,9,48224-1250
901963,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301527301,CITY RESIDENTIAL,97XX,SANILAC ST,2013,12,48224-1249
781223,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301521301,CITY RESIDENTIAL,94XX,CAMLEY ST,2013,9,48224-1253
901962,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301513300,CITY RESIDENTIAL,94XX,CAMLEY ST,2013,12,48224-1253
901960,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301508300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1281
901959,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301507300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1280
901958,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301505300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1280
901957,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301502300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1281
901956,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301500300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1281
901955,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301499300,CITY RESIDENTIAL,97XX,CAMLEY ST,2013,12,48224-1280
863226,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301498301,CITY RESIDENTIAL,98XX,CAMLEY ST,2013,1,48224-1281
781222,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301493301,CITY RESIDENTIAL,20XX,MOROSS RD,2013,9,48224-1239
901954,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301490300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1239
901952,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301486301,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1241
901950,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301479300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1241
901949,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301476300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1241
901948,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301470300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1243
901947,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301469300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1290
901946,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301468301,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1243
781221,9/10/13,9/25/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301462300,CITY RESIDENTIAL,20XX,MCCORMICK ST,2013,9,48224-1271
781219,9/10/13,9/30/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301436301,CITY RESIDENTIAL,20XX,KINGSVILLE ST,2013,9,48225-2222
781218,9/10/13,12/30/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301417300,CITY COMMERCIAL,10XX,CADIEUX RD,2013,12,48224-1816
810375,9/26/13,9/26/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8301414300,CITY COMMERCIAL,10XX,CADIEUX RD,2013,9,48224-1863
781216,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301405300,CITY RESIDENTIAL,92XX,OLDTOWN ST,2013,9,48224-1942
781215,9/10/13,12/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301402301,CITY RESIDENTIAL,91XX,GUILFORD ST,2013,12,48224-1220
901929,11/21/13,12/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301401300,CITY RESIDENTIAL,91XX,GUILFORD ST,2013,12,48224-1220
901926,11/21/13,12/5/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301399301,CITY RESIDENTIAL,92XX,GUILFORD ST,2013,12,48224-1219
781214,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301393300,CITY RESIDENTIAL,91XX,WOODHALL ST,2013,9,48224-1252
781213,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301391300,CITY RESIDENTIAL,91XX,WOODHALL ST,2013,9,48224-1252
781212,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301383300,CITY RESIDENTIAL,92XX,WOODHALL ST,2013,9,48224-1251
781211,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301377303,CITY RESIDENTIAL,91XX,MORANG DR,2013,9,48224-1235
863194,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301377302,CITY RESIDENTIAL,91XX,MORANG DR,2013,1,48224-1235
864694,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301347301,CITY RESIDENTIAL,93XX,SANILAC ST,2013,1,48224-1245
781210,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301346301,CITY RESIDENTIAL,93XX,SANILAC ST,2013,9,48224-1246
781209,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301338301,CITY RESIDENTIAL,93XX,SANILAC ST,2013,9,48224-1245
344545,4/13/13,4/19/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8301338300,CITY RESIDENTIAL,93XX,SANILAC ST,2013,4,48224-1245
997214,1/7/13,1/16/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8301332300,CITY RESIDENTIAL,93XX,SANILAC ST,2013,1,48224-1245
901906,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301325300,CITY RESIDENTIAL,94XX,SANILAC ST,2013,12,48224-1246
901905,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301323300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1224
901904,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301321300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1224
901903,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301319300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1224
781208,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301317300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,9,48224-1223
901901,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301310300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1223
901900,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301309301,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1224
901899,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301306300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1223
901898,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301303300,CITY RESIDENTIAL,92XX,CAMLEY ST,2013,12,48224-1224
901897,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301299300,CITY RESIDENTIAL,93XX,CAMLEY ST,2013,12,48224-1224
901896,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301298300,CITY RESIDENTIAL,93XX,CAMLEY ST,2013,12,48224-1223
865124,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301293301,CITY RESIDENTIAL,20XX,MOROSS RD,2013,1,48224-1237
901893,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301288300,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1238
901892,11/21/13,12/6/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301281301,CITY RESIDENTIAL,20XX,MOROSS RD,2013,12,48224-1237
901891,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301274300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1225
858522,10/12/12,1/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,601245301,CITY RESIDENTIAL,80XX,CHANDLER ST,2013,1,48202-2825
901890,11/21/13,12/20/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301272300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1225
901888,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301267300,CITY OF DETROIT,10XX,DUPREY ST,2013,12,48224-1226
781205,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301260300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,9,48224-1225
901887,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301257300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1226
781204,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301255300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,9,48224-1226
901886,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301254300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1225
901885,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301251300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1226
901884,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301244300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1228
901883,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301235300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1228
901882,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301232300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1227
781203,9/10/13,12/30/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301226300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1227
36458,1/28/13,1/29/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301220301,CITY RESIDENTIAL,10XX,DUPREY ST,2013,1,48224-1228
901879,11/21/13,12/20/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301217300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1228
781201,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301212302,CITY RESIDENTIAL,10XX,DUPREY ST,2013,9,48224-1227
901875,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301211300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1227
901874,11/21/13,12/12/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301208300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1227
901873,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301205300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1227
901868,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301201300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1228
901867,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301197300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1228
781200,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301187300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,9,48224-1228
901865,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301183300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1233
901864,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301180300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901863,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301175300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1233
901862,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301173300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1233
901860,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301172300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901859,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301166300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
781199,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301164301,CITY RESIDENTIAL,10XX,LANARK ST,2013,9,48224-1232
901858,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301162300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901857,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301158300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901856,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301157300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901855,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301154300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
781198,9/10/13,12/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301152300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901854,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301150300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901853,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301146300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1232
901851,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301142300,CITY RESIDENTIAL,10XX,LANARK ST,2013,12,48224-1233
781197,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301137303,CITY RESIDENTIAL,10XX,LANARK ST,2013,9,48224-1232
781196,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301133300,CITY RESIDENTIAL,10XX,MORANG DR,2013,9,48224-1837
243354,3/21/13,4/10/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301109301,CITY COMMERCIAL,10XX,MORANG DR,2013,4,48224-1841
864845,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301095303,CITY RESIDENTIAL,10XX,CADIEUX RD,2013,1,48224-1816
810361,9/26/13,9/26/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,8301090300,CITY COMMERCIAL,10XX,CADIEUX RD,2013,9,48224-1872
863660,10/12/12,1/7/13,VOID,318,CC TURN-OFF NON-PAYMENT,8301047301,CITY RESIDENTIAL,10XX,MARNE ST,2013,1,48224-1167
781194,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301027300,CITY RESIDENTIAL,10XX,MARNE ST,2013,9,48224-1167
243234,3/21/13,4/10/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8301022301,CITY RESIDENTIAL,10XX,MARNE ST,2013,4,48224-1167
901822,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300992300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1279
901821,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300991300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1248
781193,9/10/13,9/19/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300987300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,9,48224-1248
901820,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300985300,CITY RESIDENTIAL,10XX,DUPREY ST,2013,12,48224-1248
901819,11/21/13,12/20/13,VOID,318,CC TURN-OFF NON-PAYMENT,8300977300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1165
901818,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8300976300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1165
901817,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300972300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1166
901816,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300971300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1165
901815,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300969300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1165
781192,9/10/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300965300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1165
901814,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300961300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1166
901813,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300952300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1166
781191,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300951301,CITY RESIDENTIAL,11XX,WORDEN ST,2013,9,48224-1165
781190,9/10/13,9/23/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300950300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,9,48224-1166
901812,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300948300,CITY RESIDENTIAL,11XX,WORDEN ST,2013,12,48224-1166
781189,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300945300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,9,48224-1159
781188,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300938302,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,9,48224-1159
901808,11/21/13,12/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300932300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1159
901807,11/21/13,12/26/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300928300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1159
650170,8/6/13,10/4/13,VOID,318,CC TURN-OFF NON-PAYMENT,601389301,CITY RESIDENTIAL,80XX,MELBOURNE ST,2013,10,48202-2508
901806,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300922300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1162
901805,11/21/13,11/21/13,VOID,318,CC TURN-OFF NON-PAYMENT,8300921300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,11,48224-1161
413323,5/21/13,5/21/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,601405300,CITY RESIDENTIAL,21XX,MOUNT VERNON ST,2013,5,48202-2520
901804,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300920300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1161
901802,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300914301,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1162
781187,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300913302,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,9,48224-1162
901800,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300912300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1161
402946,5/17/13,5/21/13,COMPLETE,324,CC NON-RESIDENTIAL SHUT,601407300,CITY RESIDENTIAL,21XX,MOUNT VERNON ST,2013,5,48202-2520
901798,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300905301,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1161
781186,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300904300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,9,48224-1162
901797,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300903300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1161
901795,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8300898300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1162
901793,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300896300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1161
901791,11/21/13,12/3/13,VOID,318,CC TURN-OFF NON-PAYMENT,8300890300,CITY RESIDENTIAL,10XX,PEERLESS ST,2013,12,48224-1162
781184,9/10/13,9/24/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300879302,CITY RESIDENTIAL,11XX,PEERLESS ST,2013,9,48224-1162
901788,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300876300,CITY RESIDENTIAL,11XX,PEERLESS ST,2013,12,48224-1161
901787,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300875300,CITY RESIDENTIAL,11XX,PEERLESS ST,2013,12,48224-1162
901786,11/21/13,12/20/13,COMPLETE,318,CC TURN-OFF NON-PAYMENT,8300873300,CITY RESIDENTIAL,11XX,PEERLESS ST,2013,12,48224-1162
